id,description,name
62b8fde9ba933e7bea00570e,"WeeCharge vous propose des bornes de recharge de proximité, proche de votre domicile ou votre lieu de travail.
Chargez votre véhicule en profitant de la vie",WeeCharge
62b5a25cdef0bac4eb67c7b9,"Pour répondre à des objectifs d’amélioration de la connaissance des territoires, la Préfecture de la région Bretagne et la Région Bretagne ont souhaité mettre en place en 2007, une démarche partenariale d’échange et de diffusion de données ouverte et accessible aux acteurs publics de l’aménagement du territoire : la plateforme régionale de données géolocalisées libres et partagées, GéoBretagne.
GéoBretagne est devenu désormais l’opérateur reconnu de l’Etat et de la Région, sur la donnée géographique en Bretagne au service des politiques publiques.",GéoBretagne
62b4de8a8024440aeb8d67f5,Create Websites And Provide Infrastructure,Valbion
62b4683b8d77c9e5c9cc00a5,Installation borne de recharge pour véhicule électrique,GMEX SYSTEM
62b3221a06b8e33fc19bc78c,"Organisation Non Gouvernementale, créée dans le but de défendre les intérêts communs, les droits, la culture et l'histoire des populations autochtones issues du plateau des Guyane et des caraïbes.
En créant des échanges et des alliances, ainsi que des projets dans le but d'aider ces populations.
Un accompagnement également dans leur rayonnement.",AUKAE
62b2ceb422577c65e1420d9a,A website pour visualiser des données sur une carte interactive.,MapVisu
62b1dd0b3f0d4483d50f2970,"Créé en 1956 par trois frères, Décima est aujourd’hui un Groupe diversifié structuré par une forte culture d’entreprise. Il est présent dans les métiers :

 

– de l’électricité : courants forts et faibles (de 0,5 à 25000 Volts), signalisation ferroviaire, génie civil, déroulage de câbles, serrurerie
– des télécoms et de l’informatique,
– de l’hébergement de données informatiques
– des facilities
– de l’immobilier.",Décima
62b1a0c0df32b6958b748166,"Développez votre activité grâce à vos données !

Les entreprises d’aujourd’hui récupèrent des montagnes d’informations, mais la plupart n’en font rien. Nous vous accompagnons pour en tirer le maximum, ensemble
",datas Bravas
62b19ab6a5c0cf79719c25d4,Réseau d'acteurs et de structures du spectacle vivant à La Réunion.,KOLET'
62b186733af3fd5c5162512b,Commune du Châtelet-en-Brie 77820,Commune du Châtelet-en-Brie 77820
62b17836b49f857ab9edae3c,"Henoo est une solution mobile et un média permettant de dynamiser le tourisme sur les territoires, en permettant à toutes personnes le souhaite de découvrir les lieux, activités et événements à proximité sur le territoire grâce à une application mobile disponible partout en France.

L’objectif est d’améliorer l’expérience touristique sur le territoire en impliquant les acteurs locaux et ainsi favoriser le tourisme de proximité, pour les locaux comme pour les visiteurs.

S’appuyant sur l’écosystème culturel et touristique, Henoo est une solution simple vous permettant en un instant d’optimiser l’expérience des habitants et voyageurs pour ainsi faire de votre territoire une destination attractive et durable.",Henoo
62b0f873f1d83767f7be5b62,Entreprise d'installation et de maintenance de bornes de recharge,NVH
62b03ed80e3576d43a762bef,"Eiffage Énergie Systèmes conçoit, réalise, exploite et maintient des systèmes et équipements en génies électrique, industriel, climatique et énergétique pour les marchés de l’industrie, des infrastructures et réseaux, des villes et collectivités et du tertiaire.
Eiffage Energie Systèmes propose également différentes offres labellisées ADVENIR dans le domaine de la recharge électrique pour parking privé et public.",Eiffage Energie Systèmes Bourgogne Champagne
62ac72051170a1fcc75a9a35,Collectivité territoriale,Amiens Métropole - Communauté d'Agglomération
62ab4f77800485b2b7b4f97f,"SUEZ Smart Solutions, filiale du Groupe SUEZ, apporte son expertise dans la collecte, le traitement des données et la conception d’applications numériques innovantes pour la performance environnementale des villes et des usagers.

Afin d'accompagner les territoires dans leur transformation environnementale et digitale, nous déployons des solutions de collecte de données (compteurs communicants, capteurs, sondes) pour alimenter des modèles numériques et des applications temps réel afin d’évoluer vers un usage raisonné des ressources et une résilience en temps de crise.",Suez Smart Solutions
62a9f44724fff596d1c43a04,"Service commande publique Noisy-le-Grand
Données essentielles",SCP Noisy-le-Grand
62a9e172655001b5fe4761cb,Collectivité territorial,Conseil départemental de la Meuse
62a89fbfb8f6d9a20dfe277f,"a Ville de Hayange composée de 15 374 habitants en 2018 et 4 quartiers différents : Hayange centre, Konacker, Marspich et Saint-Nicolas-en-Forêt.

D'un point de vue historique, la Ville de Hayange a connu de nombreuses transformations. D'une petite bourgade fin XIXème siècle, elle devient très rapidement une véritable ville, centre industriel et commercial de la vallée, offrant toutes les commodités et services courants à ses habitants : gare, poste, hôpital, commerces, crèches… Aujourd'hui, Hayange, est une ville agréable, fleurie, où il fait bon vivre.

Retrouvez sur cette page, l'ensemble des documents officiels de la commune.",Ville de Hayange
62a8568de555070c3a843259,"Infonet est un **portail d'information légale, juridique et financière** 
qui distribue les DATA économiques et les documents légaux et juridiques
de plus de 10 millions entreprises françaises, inscrites au registre du commerce et des sociétés.
",INFONET 
62a1b8d12ae7264361d01119,Carbubu est un projet initié par un étudiant de l'Université de Lille pour aider les citoyens à trouver en quelques clics la station service la moins chère. Le projet a comme objectif d'améliorer le pouvoir d'achat des utilisateurs en leur proposant de réaliser des économies sur le plein.,Carbubu
62a1b122c04fce4bc060380d,"Commune d'Alissas
Ardèche
07210",ALISSAS
62a0aaefc8b7c24b87f9279c,"Demarches-simplifiees.fr permet de dématérialiser des démarches administratives grâce à un générateur de formulaires et une plateforme d'instruction de dossiers. Il s'agit d'une application en ligne prête à l'emploi développée, hébergée et maintenue par la Direction Interministérielle du Numérique (DINUM), mise à disposition à l'ensemble des organismes publics. Elle est interconnectée à de nombreux services de l'Etat, notamment France Connect, API Entreprise, API Géo et BAN.
",demarches-simplifiees.fr
62a09b157b292e9cd8c5b697,"MatchOffice est un portail immobilier commercial indépendant et fait partie des intermédiaires professionnels de la location dans le monde. [Matchoffice.fr](https://www.matchoffice.fr/) coopère avec plusieurs centres d'affaires en France.
  Ici, vous pouvez trouver des centres d'affaires, des bureaux équipés et des espaces de coworking rapidement et facilement.",Match Office
62a069d665dea4f95c02ae4b,"La démarche multitud', pilotée par le SMT AML, vise à rassembler, enrichir, qualifier les données de mobilité de l'aire métropolitaine Lyon - St-Etienne afin de permettre leur réutilisation dans les services d'information voyageurs et alimenter les démarches d'étude et amélioration du service rendu à l'usager et au citoyen. Les partenaires multitud' : Syndicat des mobilités des territoires de l'aire métropolitaine lyonnaise, Région Auvergne-Rhône-Alpes, SYTRAL Mobilités, St-Etienne Métropole, communautés d'agglomération ""Porte de l'Isère"", ""Vienne Condrieu"", ""Roannais"" et ""Grand Bourg"" et communautés de communes ""de Miribel et du Plateau"", ""de la Côtière à Montluel"", ""de la Plaine de l'Ain"", ""Dombes Saône Vallée"".",multitud' (Partenariat)
629f0e37080956fa9423689a,MAIRIE,MIGNE-AUXANCES (86440)
629cc0a792837a6407d3ed29,Développeur informatique indépendant.,FRACOS
629a5bc83ba2d289a0b5e627,Développeur web qui joue avec de l'OpenData,Julien Delmas
6298b85d2a184115ff16bdcf,Maison du bâtiment 17,Maison du bâtiment 17
62988406f6af37ecc447269b,"L'Université de Pau et des pays de l'Adour fait partie des universités françaises labellisées I-SITE, Initiatives Science Innovation, Territoires, Économie.
Labellisée Investissement d’avenir à deux titres, l’Université de Pau et des Pays de l’Adour (UPPA) est reconnue en tant qu’université d’excellence avec le projet E2S UPPA, Solutions pour l’Énergie et l'Environnement, porté par le consortium UPPA, INRA, Inria, CNRS (Label I-SITE) et avec le projet SPACE, Spécialisation Progressive et Accompagnée des Cursus Étudiants (Label NCU, Nouveaux cursus à l’université).  

Pluridisciplinaire et multisite, l’UPPA bénéficie d'un environnement de travail exceptionnel sur 5 campus à taille humaine : Pau, Bayonne, Anglet, Mont-de-Marsan et Tarbes.



 

L'UPPA prépare plus de 13 500 étudiants à l’obtention d’une centaine de diplômes de Bac+1 à Bac+8, en droit, économie, gestion, lettres, langues, sciences humaines, sport, sciences et technologies.

Forte de 19 unités de recherche, 29 chaires d’expertises de haut niveau et 9 laboratoires communs en association avec de grands organismes de recherche (CNRS, INRA, Inria) et des partenaires institutionnels et industriels, l'UPPA est un acteur majeur du développement scientifique et économique dans le sud aquitain.

Grâce à ses coopérations internationales, l’UPPA rayonne également au niveau européen avec le Label Universités Européennes pour le projet UNITA, Universitas Montium, qui rassemble, outre l'UPPA, les universités de Turin (Italie), Savoie Mont Blanc, Covilhã-Beira (Portugal), Timisoara Ouest (Roumanie) et Saragosse (Espagne), qui s’ajoute au projet EDENE (European Doctoral Programme in Energy and Environment) permettant le financement de 30 doctorants internationaux dans le domaine de l’Énergie et de l’Environnement et en partenariat avec plusieurs acteurs industriels locaux.",Université de Pau et des Pays de l'Adour
629870c2c78d0b142bb1f0b2,"L’association « LES AMIS DU FRESNOY »  est une association bénévole, amicale et culturelle, créée en 2003, qui a pour but de soutenir les artistes en étude, ou issus du FRESNOY : Studio National des Art Contemporains dirigé par Mr Alain FLEISCHER.

L’association Les AMIS DU FRESNOY se veut mécène pour soutenir les artistes du Fresnoy en remettant LE PRIX DES AMIS DU FRESNOY CHAQUE ANNÉE À DEUX ARTISTES pour une œuvre cinématographique et une installation, lors de l’exposition PANORAMA.",Les Amis du Fresnoy
62986b4d3ffac457a910b979,COMMUNE DE SAINT BENOIT SUR LOIRE,COMMUNE DE SAINT BENOIT SUR LOIRE
62975e94cd418f7232dc1298,Commune de la Bâtie-Neuve,La Bâtie-Neuve
62963d5fcfba8babf5842846,Collectivité territoriale,COMMUNE DE LAMANON
62960bfebb22e50019faa2a3,Systèmes d'Information Géographique de la ville d'Aix en Provence,Service SIG - Ville d'Aix en Provence
6295de6ec5ab58d9001ac8b0,"Département de la Creuse, descriptif",Département de la Creuse
6295b6cc86930ded232c4015,"MASSELIN TERTIAIRE
Entreprise électricité générale
Installation base, moyenne et poste HT
Installation IRVE, borne de recharge pour véhicule éléctrique
Installation photovoltaïque
mtertiaire@masselin.fr
02.31.35.09.09",MASSELIN TERTIAIRE
629534cccc52462ef12e89d3,"L'entreprise [MAJADO](https://www.majado.fr) est spécialisée dans le déploiement de votre image de marque. Nous vous accompagnons dans toute les étapes de votre projet de communication visuelle.
Spécialiste de l'impression grand format, nous imprimons sur tous types de supports.

Nous opérons dans 4 domaines d'expertise : 
- La signalétique : Pour diriger et orienter votre clientèle 
- Le marquage publicitaire : faites de votre véhicule une véritable vitrine
- La vitrophanie : Pour décorer vos bureaux ou vos vitrines de magasin
- Les enseignes : fabriquées sur-mesure lumineuse ou non lumineuse

Fort d'une expérience de 15 ans dans la communication visuelle, notre agence met à votre disposition son équipe d'expert pour mener à bien vos projets 

",MAJADO
6294cce8624d85909ff7df85,Installateur IRVE,NM SECURELEC
62949ca7b9cd316e839585ec,"[MonPetitForfait.com](https://www.monpetitforfait.com) informe les internautes sur les forfaits mobiles et box internet via de nombreuses actualités et études. L’objectif étant d’apporter beaucoup plus de clarté dans l’information transmise par les opérateurs, ainsi que sur la couverture réseau (4G / 5G) de ces derniers afin de guider les internautes dans leur choix.",MonPetitForfait
629493898e5d6df93c8d4167,Mairie,Commune de Moisselles
62910e495829659227f47263,Une extension navigateur qui permet de savoir si une annonce respecte ou non l'encadrement ,Encadrement 
62909d201d1da99cfcedc12a,"Studio de datajournalisme, conception de cartes explicatives et récits pour l’information, l’action publique et la recherche",Le Plan
629088eb839db19d1c266cbc,"Commune de 1 033 habitant, membre de la Communauté de Communes Estuaire et Sillon.",Commune de Bouée
628df4c1b8464286302e3854,Données ouvertes de la ville de Tourcoing,Ville de Tourcoing
628c78172c7304e1b98415fd,Société de Génie Electrique et Réseau Télécom,STEG
628c148ff3127ee171e4a9a8,Pâtissier,Abdelkarim MEHIAOUI
628b8c7b07b234d55877ae22,HOPITAL,CENTRE HOSPITALIER JOSEPH IMBERT
628b37dd866ba96c137dc18d,Genas est une commune de l'est Lyonnais qui compte un peu plus de 13 000 habitants. ,Mairie de Genas
628a8dc72a23522216047633,"Consultant en référencement de site internet, j'aide les entreprises de tous secteurs d'activité à promouvoir et développer la visibilité de leur site internet sur Google.",Digit'All Consulting
62874557973c9e8d73a4dfbb,Commune de Saint-Jacques-en-Valgodemard (05),Saint-Jacques-en-Valgodemard
628722284e76ad177484c90a,"![Situation géographique de la ville de La Possession](https://www.lapossession.re/fileadmin/_processed_/csm_planisphere_510f404dbe.jpg ""entrez le titre de l'image ici"")

La ville de La Possession se situe au Nord-Ouest de l’île de La Réunion, entre Saint-Denis et Le Port. 
Les communes du Port, de Saint-Denis, de Saint-Paul et de Salazie sont limitrophes de la Possession. 
Le territoire communal recouvre une grande partie du Cirque de Mafate et son point culminant se trouve tout près du sommet de Gros Morne. 
Limites géographiques : Ravine de la Grande Chaloupe au Nord et le lit de la Rivière des Galets au Sud (celle-ci, longue de 33km, ouvre le Cirque de Mafate sur la mer).

- Son climat : tropical sur le littoral, tempéré en altitude
- Nombre d’Habitants : 32 973 (au 1er janvier 2019)
- Superficie : 11 822 ha. Altitude : de 0 à 1100 m. (Dos d’Âne)
- Nombre de Cantons : 1
- Nombre de Quartiers : 13",Mairie de La Possession
6286175501127d5c74ee8dbe,Tests d'éligibilité.,SOS-Fibre
62860f3195d9c1728965c651,Restaurant Gastronomique étoilé à Nîmes et hôtel Mas de Boudan****,M.A.J.U - Restaurant Jérôme Nutile
6285e88fc048dce1bf102bb6,Projet open source d'outil pour étudier la mobilité des personnes.,Mobility
6284ee7f4eb6c145c9fdd425,"Le système d’information sur le milieu marin (SIMM) a pour objectif de faciliter le partage et la diffusion des données sur le milieu marin. Pour cela, il s’appuie sur les banques de données et les systèmes d’information déjà organisés sur ce domaine, et en crée de nouveaux. Le SIMM fédère les acteurs des données publiques sur le milieu marin (services de l’Etat, établissements publics, etc.).",Système d'Information Milieu Marin
6283c1696f81aa96c461c727,EV CARS,EV CARS
6283b10049c84cd2cae23c0c,"Société d'installation électrique.

Electricité, Sécurité électronique, Domotique, Borne de Recharge pour véhicule électrique.",ELEC eCONNECT
6282a50dbfda67d40b2e533e,"Consultez et analysez tous les prix immobiliers en France, à n'importe quelle adresse.

Nous vous fournissons une analyse détaillée du prix immobilier de votre bien, ainsi que de nombreuses informations immobilières portant sur l'immobilier dans votre quartier.
Estimez votre bien pour avoir une idée précise du prix immobilier de votre maison ou appartement en fonction de leurs critères intrinsèques.",L'Apporteur d'Immo
62829fde39e3be624b797374,Centre de formation,MAD TRAINING
62826d8b916aa1caa028b2fb,"Face à la complexité de la crise environnementale, nous voulons faciliter la prise de décision dans le domaine de l'agro-alimentaire.",Karbon
6281fe0a3771026c1a6efb55,Commune de Roissy-en-France,Roissy-en-France
627e6aa33a3874a12a844a62,"Population : 50 265 habitants
Superficie : 35 400 hectares.
19 Communes: Allez-et-Cazeneuve, Bias, Casseneuil, Cassignas, Castella, Dolmayrac, Fongrave, Hautefage-la-Tour, La Croix Blanche, Laroque Timbaut, Le Lédat, Monbalen, Pujols, Saint-Antoine de Ficalba, Sainte-Colombe de Villeneuve, Saint Étienne de Fougères, Sainte-Livrade sur Lot, Saint-Robert et Villeneuve-sur-Lot.",Communauté d'Agglomération du Grand Villeneuvois
627bdcf355df74cf23927120,Logiciel de gestion de parc automobile.,Autocerfa
627a8e34e28e4650f9835915,Société d'installation type IRVE et supervision (APE : 43.21A),ZEborne
62755b739f214c6905416639,mairie,Mairie de Bazoches-en-Dunois
6273b780cd262b197e6569b9,"Centre hospitalier situé à CHERBOURG et VALOGNES (50), 926 lits & places en 2022. Activité MCO, maternité, réanimation néonatale, urgences, SMUR, etc. + 2 EHPAD.
Budget : 216 M€ de dépenses, 6,8 M€ d'investissements. 2500 collaborateurs, dont 260 médecins.",CENTRE HOSPITALIER PUBLIC DU COTENTIN
6273a739a422877577e07cf1,Site d'information juridique destinée aux professionnels et particuliers. Relux Business Consulting est une solution juridique innovante. ,Relux Business Consulting
627398b46fdabe207d985409,Ce jeu de données référence les bornes de recharge IRVE de SARL LE MOULIN DE LABOIRIE à Saint-Côme.,SARL LE MOULIN DE LABOIRIE
627395f64af8eab66afd9db4,"Avec le tournant numérique et le spatial turn, les sciences historiques se sont mis à produire une masse de données gigantesque ayant une dimension géographique. Cette dimension géographique leur donne un très fort potentiel de réutilisation par les acteurs de la recherche pour de nouvelles approches historiques à de nouvelles échelles (big data) à la fois plus ouvertes et plus interdisciplinaires.
De plus, cette ouverture souhaitée des données (cf. la Loi sur la république numérique de 2016) permet d'envisager de nouvelles collaborations avec le monde socio-économique et culturel pour des développements applicatifs innovants (musées, jeux, environnement, occupation des sols...).
Cependant, pour que cette ouverture des données soit effective, elle nécessite un lieu de dépôt permettant une approche globale de ces données et favorisant leur ouverture. La Fabrique Numérique du Passé se fixe comme perspective de développer pour les sciences historiques des outils accessibles de capitalisation et de mise à disposition des données, respectant les principes de l'open data et du FAIR data.
La plateforme open data Fabrique numérique du passé s'adresse aux acteurs de la recherche qui le souhaitent afin de leur permettre de s'impliquer simplement dans une démarche d'ouverture des données qui prend pied dans le mouvement plus global de l'open science (ouvrirlascience).
Plus fonctionnellement, il s'agit d'agglomérer l'information existante et de mettre à disposition de tous, en libre téléchargement, les données produites dans le cadre de projets et programmes de recherche (PCR, ANR, ERC,...) dans leur format le plus « brut » afin d'être facilement réutilisables.
La Fabrique numérique du passé, plateforme open data, permet ainsi de faire la jonction entre des lieux de dépôts pérennes (entrepôts de données comme Nakala pour les SHS), des acteurs qui produisent dans le cadre de projets selon des perspectives métiers et un capital de données qui doit être à la fois pérennisé et accessible pour être mobilisé par de nouveaux acteurs.
Les objectifs de notre plateforme répondent à des objectifs fonctionnels simples : permettre l'accès et la visualisation à un catalogue global de données, faciliter le dépôt ou le retrait sous des formats standards de sets de données avec une contextualisation de la donnée qui la rend ré-utilisable et interopérable (voir par exemple : https://www.data.gouv.fr/fr/ ou https://data.iledefrance.fr/pages/home-covid/ ).
Le projet FNP est scientifiquement adossé au consortium Huma-num Paris Time Machine (PTM) dont il complète l'action sur les questions d'ouverture des données et d'open data.
Il a été financé dans le cadre des appels à projet SHS 2020 par le Ministère de la recherche et de l'enseignement supérieur.",Fabrique numérique du passé
62737e479337fbbcf13df8ac,"Le Syndicat Départemental des Énergies de Seine-et-Marne (SDESM) est la principale autorité organisatrice de la distribution d’énergie en Seine-et-Marne.

Il assure les travaux d’enfouissement et de renforcement des réseaux électriques basse tension, contribue à la rénovation énergétique des bâtiments publics, porte des projets visant la production d’énergie renouvelable, et soutient la rénovation des parcs d’éclairage publics. 

Il propose également aux 450 communes et aux deux communautés d’agglomération adhérentes son système d’information géographique qui leur donne accès à plusieurs centaines de milliers de données sur le cadastre et les réseaux. 

Grâce à Ecocharge77, réseau de bornes de recharges électriques, le SDESM est l’un des leaders franciliens de la mobilité électrique. ",Syndicat départemental des énergies de Seine et Marne
6272a35144904e4e5f098042,"Mapping for you est le nom de marque choisi par Vincent Dechartres, auto-entrepreneur en cartographie. Il agit sous ce nom dans tous les domaines des données localisées en ligne, il est créateur et réutilisateur de données.",Mapping for you
627285fd15cd81c415f8f928,Commune du Loiret,Commune de Baule
62724f752d40424ebb177bf1,"Global Training Formation est un organisme de formation et centre de formation d'apprentis (CFA) créé le 01/10/2007 qui propose de se former ou de se perfectionner dans les métiers du sport. Habilité par la Délégation Régionale Académique à la Jeunesse, à l’Engagement et aux Sports (DRAJES) d'Ile De France et  évalué conforme au Référentiel nationnal qualitité QUALIOPI pour les Actions de formation et actions de formation par apprentissage.

Global Training Formation propose principalement de vous préparer et de vous former pour l'obtention du Brevet professionnel de la jeunesse, de l’éducation populaire et du sport, spécialité « Educateur sportif » mention « Activité de la forme » (BPJEPS AF). 

Nous proposons une rentrée en septembre ou en janvier, les alternants ont le choix entre une mono option A cours collectif , une mono option B haltérophilie & musculation, ou une double option A & B cours collectif et haltérophilie & musculation. 

Partenaire de Aquaboulevard de Paris, Global Training Formation propose à ses stagiaires de se former aux côtés des coachs du célèbre centre Aquatique.",global training formation 
62711de919af2df1f9141a08,page de la ville d'Argenton-sur-Creuse,Ville d'Argenton-sur-Creuse
62700829a2dad847a5ea8561,Fabricant et exploitant de solutions de recharge pour véhicules électriques,ubitricity
626ffd07112f874db25956cc,"Mairie de Tourville-la-Rivière, situé en Seine-Maritime.",Mairie de Tourville-la-Rivière
626fc581abfb3d42d000a49a,"Imoko est une plateforme de mise en relation entre clients et professionnels de l'immobilier (notaires, avocats, experts-comptables et courtiers).
Nous mettons à la disposition de nos partenaires professionnels plusieurs outils leur permettant de gagner en visibilité digitale, d'accroître leur présence digitale, d'obtenir de nouveaux clients et de gagner du temps dans la gestion des dossiers.",Imoko
626e4b40439fe793afb01146,installation de bornes IRVE ,BORNECO 
626c125d2862e2f252488635,Commune de Port Louis,Commune de Port Louis
626a8d9f44e18e264f6c8b0a,"Le GIP Seine-Aval a été créé en 2003 pour assurer le pilotage du programme de recherche Seine-Aval, mais aussi pour valoriser les connaissances acquises et les transférer vers le décideur. Aujourd’hui, il regroupe 12 membres financeurs et collabore avec de nombreux partenaires. Son équipe est constituée de 7 personnes, spécialisées dans différents domaines de l’environnement.

Le GIP Seine-Aval s’intéresse à l’estuaire de la Seine. Ce territoire correspond aux 170 km de fleuve soumis à la marée. Il est délimité par le barrage de Poses en amont et par la baie de Seine en aval. Il inclut les zones attenantes, notamment les berges et les zones humides connexes, ainsi que la zone marine proche.",GROUPEMENT D'INTERET PUBLIC SEINE-AVAL
626a8895b437eabc9ab07e43,"La communauté de communes Le Grand Charolais regroupe 44 communes :


Ballore, Baron, Beaubery, Champlecy, Changy, Charolles, Chassenard, Coulanges, Digoin, Fontenay, Grandvaux, Hautefond, L'Hôpital le Mercier, La Motte Saint Jean, Le Rousset-Marizy, Les Guerreaux, Lugny les Charolles, Marcilly la Gueurce, Martigny le Comte, Molinet, Mornay, Nochize, Oudry, Ozolles, Palinges, Paray-le-Monial, Poisson, Prizy, Saint Agnan, Saint Aubin en Charollais, Saint Bonnet de Joux, Saint Bonnet de Vieille Vigne, Saint Julien de Civry, Saint Léger les Paray, Saint Vincent Bragny, Saint Yan, Suin, Varenne saint Germain, Vaudebarrier, Vendenesse les Charolles, Versaugues, Vitry en Charollais, Viry et Volesvres.",Le Grand Charolais
6268c656584f5f931c8b694f,sans,Direction Générale des Finances Publiques en Nouvelle-Calédonie
626813c1ac395524a7c73e25,atelier de création cartographique,afdec
6267a5bf4a1a8d6d984acdd0,Atypic'photo propose des balades photo dans les villes de France. 3heures de balades accompagnées par un photographe professionnel.,Atypic'photo
6266ced327c73b6b94e2de17,Adressage habitants,ADRESSE SAINTE COLOMBE 58236
6266cb0e68286f43f370a92d,électricité réseaux informatique borne de recharge véhicule électrique,sarl guégo électricité
62666c37f90e982b926f4385,"Trustii.io is a fully managed platform, that allows organizations to explore machine learning applications through data challenges with students from universities. Students compete to build the best predictive machine learning models specific to the organization's business problem.

Our mission is to connect the academic world with the business world in the field of AI (Artificial Intelligence)

Trustii.io enables organizations to 
1. Explore data using machine learning techniques
2. Recruit good candidates for internships or jobs in data science 
3. Contribute to develop knowledge in data science at international level 
4. Develop brand image in the Artificial Intelligence Ecosystem 

Trustii.io allows students to :
1. Raise knowledge in data science
2. Win prizes
3. get Hired (internship, data scientist job..)

",Trustii.io
6262b2da8b0675f26098726e,"Vos collaborateurs font la richesse de votre entreprise.
BusinessCool, le pôle Conseil RH de RSM France est un organisme de formation agréé.",RSM FRANCE RH - BUSINESSCOOL
6262af2917cf50cc9b7eb11b,Ouvrons les données,Ouvrons !
62625ea4d316edbde4876c3d,"Donnez la parole aux habitants pour vous aider à entretenir votre collectivité !

Afin de signaler tout problème dans l'espace public : tag, dépôt sauvage, nid de poule, problème d'éclairage... signaler-incident.fr leur permettra de signaler tous problèmes détectés sur le territoire de votre collectivité. 

Chaque signalement vous sera directement adressé en vue de programmer le cas échéant l'intervention adaptée.
",Signaler-Incident.fr
626151a38244a95572181e0d,Collectivité Territoriale,Département des Deux-Sèvres
626142496835f3eca2153f18,"Cabinet de recrutement indépendant et spécialisé basé sur Lyon.
3 associés spécialisés sur les métiers informatiques et tertiaires.
Une division conseil pour améliorer les compétences des entreprises en recrutement.",Recrulab
62603fc8aef23393f1bbf1ec,Manufacture Française & Artisan Brossier depuis 1947.,Andrée Jardin
625f99da85c3c1d3f924b155,société d'installation d'exploitation d'ingénierie et de distribution de bornes de recharge pour véhicules électriques ,SAS ENERGIA D'OGHJE-L'ENERGIE D'AUJOURD'HUI 
625f3ada1128cbcb589fd6ce,Société de services spécialisé dans le traitement de la DATA,IT-Coop
625ee0bb86bf8adf8b401c2a,Ce jeu de données référence les bornes de recharge IRVE de MOMATECH SARL - TECHOFFICE à Péronne.,MOMATECH SARL - TECHOFFICE
625ede99967a6264b4499f3d,"Solutions pour la mobilité électrique :
- Conseil
- Etude
- Installation
- Supervision
- Maintenance/SAV",REVE
625ec47326be4b158024732a,Ce jeu de données référence les bornes de recharge IRVE de SAS BOIS CHERI - HOTEL DU PORGE à Le Porge.,SAS BOIS CHERI - HOTEL DU PORGE
625ea475f376331d25f28eb5,NW IECharge déploie et opère des stations de recharge ultra-rapide en France.,NW IECharge
625e62c9d7c79adbcc730e17,"CARELEC ELECTRICITE
Industrie - Tertiaire - Particulier",CARELEC 
625811fc2e85f77adfa8bf28,"Sanou électricité est spécialisée dans tous les travaux d’électricité générale neuf et rénovation, dans les installations de climatisations, dans l’installation de borne de recharge pour véhicules électriques (IRVE).",SANOU ELECTRICITE
625732e016535a125336008b,société de data visualisation,BIWORKS
625715bb8ba64916cf693894,"[Les Caves](https://www.les-caves.fr/fr/), c’est une sélection de Grands Vins de tous les vignobles de France et du monde ! Découvrez ici des crus d’exception de vin et de champagne.",Les Caves
62568c5fbcabc250255a3d78,Jardinerie,EURL PHALIP GILLES
6255890d55467f395400b647,"L’Académie française, fondée en 1634 et officialisée en 1635 par le cardinal de Richelieu, est une institution française dont la mission est de « contribuer à titre non lucratif au perfectionnement et au rayonnement des lettres ». Elle se compose de quarante membres élus par leurs pairs, et est la première des cinq académies de l'Institut de France. ",Académie française
62557c1e51cde1beaef1c8da,borne,Installation d'une borne 22KWA Parking entrepôt 
62557bfacb5e494b4c969637,Bornde de rechargement ,borne banarge
625579a42ba263f2b16f175d,"Think tank indépendant, l’Institut Montaigne est une plateforme de réflexion, de propositions et d’expérimentations consacrée aux politiques publiques en France

Association à but non lucratif, nous élaborons depuis 2000 des propositions concrètes au service de l’efficacité de l’action publique, du renforcement de la cohésion sociale, de l’amélioration de la compétitivité et de l’assainissement des finances publiques de la France. Adressés aux pouvoirs publics, aux acteurs économiques et politiques ainsi qu’aux citoyens français, nos travaux sont le fruit d'une méthode d'analyse rigoureuse, critique et ouverte sur les comparaisons internationales. L’Institut Montaigne réunit des chefs d'entreprise, des hauts fonctionnaires, des universitaires, des personnes issues de la société civile et d’horizons très divers.

Depuis sa création en 2000, le fonctionnement de l’Institut Montaigne est assuré par des contributions exclusivement privées. Plus de 160 entreprises, de tailles et de secteurs d’activité différents, y concourent. Chacune d'elles représente moins de 1,2 % du budget total qui s’élève à 6,6 millions d’euros.

À travers l’ensemble de ses actions – proposition, évaluation des politiques publiques, participation citoyenne et expérimentation – l’Institut Montaigne souhaite jouer pleinement son rôle d'acteur du débat démocratique.",Institut Montaigne
625553db8c0896acd7d3a900,"Vitré Communauté est une communauté d’agglomération française, située dans le département d'Ille-et-Vilaine, en région Bretagne, créée le 1ᵉʳ janvier 2002. Vitré Communauté regroupe quarante-six communes et compte, en 2019, 81 689 habitants, dont plus d’un cinquième concentré dans la ville de Vitré.",VITRE COMMUNAUTE
62553c434a10223939790cfb,"Communauté de communes du Pays de Duras
3, Impasse François Laguerre
47 120 DURAS
Collectivité territoriale",Communauté de communes du Pays de Duras
6254be22d5ea5e0994cedd92,1. [texte à puce ici](http://service public ),Ladhari 
6254415a3bd4e1738fd97011,"Data Science / Machine Learning
La résolution des problèmes est un Art.",The Kangaroo Factory
6253f4c63b8e93fcc7a726f3,"Rendre transparentes les informations environnementales, sociétales et sociales des entreprises.",INFORSE
